customer_id,recency,frequency,monetary,R,F,M,RFM,segment
C07631,20,11,15147.08,4,1,3,8,Potential Loyalists
C07632,141,11,11720.07,1,1,2,4,Hibernating
C07633,54,19,17840.72,2,5,4,11,Loyal Customers
C07634,121,12,11372.93,1,2,1,4,Hibernating
C07635,42,18,18550.0,3,4,4,11,Loyal Customers
C07636,5,14,15510.11,5,3,3,11,Loyal Customers
C07637,6,16,13555.82,5,4,2,11,Loyal Customers
C07638,30,17,15016.830000000002,3,4,3,10,Loyal Customers
C07639,259,16,18028.12,1,4,4,9,Potential Loyalists
C07640,20,18,17685.95,4,4,4,12,Loyal Customers
C07641,18,25,28056.27,4,5,5,14,Champions
C07642,55,10,11639.59,2,1,2,5,At Risk
C07643,108,13,20815.63,1,2,5,8,Potential Loyalists
C07644,56,18,22484.09,2,4,5,11,Loyal Customers
C07645,71,11,12357.880000000001,2,1,2,5,At Risk
C07646,132,8,6051.389999999999,1,1,1,3,Hibernating
C07647,13,12,15044.35,4,2,3,9,Potential Loyalists
C07648,294,14,17452.64,1,3,4,8,Potential Loyalists
C07649,197,12,12281.7,1,2,2,5,At Risk
C07650,282,11,10190.95,1,1,1,3,Hibernating
C07651,31,11,14745.75,3,1,3,7,Potential Loyalists
C07652,404,8,6847.65,1,1,1,3,Hibernating
C07653,16,13,8731.78,4,2,1,7,Potential Loyalists
C07654,47,20,29721.65,3,5,5,13,Champions
C07655,105,14,10790.98,1,3,1,5,At Risk
C07656,8,12,9846.92,5,2,1,8,Potential Loyalists
C07657,13,17,17983.01,4,4,4,12,Loyal Customers
C07658,51,17,17003.79,2,4,3,9,Potential Loyalists
C07659,373,16,21985.22,1,4,5,10,Loyal Customers
C07660,15,19,19027.84,4,5,4,13,Champions
C07661,91,15,16866.45,1,3,3,7,Potential Loyalists
C07662,55,17,21775.54,2,4,5,11,Loyal Customers
C07663,45,14,11614.4,3,3,2,8,Potential Loyalists
C07664,25,16,11542.2,4,4,1,9,Potential Loyalists
C07665,4,14,13622.94,5,3,2,10,Loyal Customers
C07666,37,21,20137.78,3,5,4,12,Loyal Customers
C07667,5,10,11611.49,5,1,2,8,Potential Loyalists
C07668,35,11,12377.56,3,1,2,6,At Risk
C07669,14,25,26779.5,4,5,5,14,Champions
C07670,20,22,24222.9,4,5,5,14,Champions
C07671,26,11,11067.04,3,1,1,5,At Risk
C07672,5,23,27128.61,5,5,5,15,Champions
C07673,255,11,12673.2,1,1,2,4,Hibernating
C07674,23,10,10919.39,4,1,1,6,At Risk
C07675,17,21,24510.45,4,5,5,14,Champions
C07676,67,12,12672.02,2,2,2,6,At Risk
C07677,11,13,11719.35,5,2,2,9,Potential Loyalists
C07678,15,10,8292.34,4,1,1,6,At Risk
C07679,50,17,19139.84,2,4,4,10,Loyal Customers
C07680,80,13,13789.910000000002,2,2,2,6,At Risk
C07681,5,18,14945.43,5,4,3,12,Loyal Customers
C07682,69,20,19141.96,2,5,4,11,Loyal Customers
C07683,14,16,16669.98,4,4,3,11,Loyal Customers
C07684,48,11,8171.46,2,1,1,4,Hibernating
C07685,33,10,10791.36,3,1,1,5,At Risk
C07686,42,18,27715.48,3,4,5,12,Loyal Customers
C07687,35,20,18940.72,3,5,4,12,Loyal Customers
C07688,0,16,13286.57,5,4,2,11,Loyal Customers
C07689,45,10,6763.54,3,1,1,5,At Risk
C07690,146,21,29380.920000000002,1,5,5,11,Loyal Customers
C07691,69,16,14519.52,2,4,3,9,Potential Loyalists
C07692,119,14,16385.16,1,3,3,7,Potential Loyalists
C07693,60,18,16092.97,2,4,3,9,Potential Loyalists
C07694,139,14,9409.88,1,3,1,5,At Risk
C07695,36,8,10879.6,3,1,1,5,At Risk
C07696,245,16,18305.0,1,4,4,9,Potential Loyalists
C07697,16,19,14826.07,4,5,3,12,Loyal Customers
C07698,80,14,14952.36,2,3,3,8,Potential Loyalists
C07699,71,11,12037.89,2,1,2,5,At Risk
C07700,89,12,14658.55,2,2,3,7,Potential Loyalists
C07701,5,14,15360.25,5,3,3,11,Loyal Customers
C07702,38,7,8629.93,3,1,1,5,At Risk
C07703,85,16,12690.83,2,4,2,8,Potential Loyalists
C07704,39,19,28027.89,3,5,5,13,Champions
C07705,65,19,17373.23,2,5,4,11,Loyal Customers
C07706,17,15,20090.39,4,3,4,11,Loyal Customers
C07707,10,11,13194.95,5,1,2,8,Potential Loyalists
C07708,65,10,9735.03,2,1,1,4,Hibernating
C07709,11,16,12423.380000000001,5,4,2,11,Loyal Customers
C07710,30,16,14256.48,3,4,2,9,Potential Loyalists
C07711,60,13,17891.8,2,2,4,8,Potential Loyalists
C07712,6,11,12536.58,5,1,2,8,Potential Loyalists
C07713,295,11,17391.12,1,1,4,6,At Risk
C07714,5,15,15945.96,5,3,3,11,Loyal Customers
C07715,49,10,15709.34,2,1,3,6,At Risk
C07716,21,16,12604.41,4,4,2,10,Loyal Customers
C07717,0,14,13943.24,5,3,2,10,Loyal Customers
C07718,15,16,14849.960000000001,4,4,3,11,Loyal Customers
C07719,16,18,11091.92,4,4,1,9,Potential Loyalists
C07720,90,24,25546.280000000002,2,5,5,12,Loyal Customers
C07721,31,13,12393.060000000001,3,2,2,7,Potential Loyalists
C07722,7,26,25123.48,5,5,5,15,Champions
C07723,118,14,15640.98,1,3,3,7,Potential Loyalists
C07724,25,13,15764.58,4,2,3,9,Potential Loyalists
C07725,70,17,24413.46,2,4,5,11,Loyal Customers
C07726,101,10,10639.72,1,1,1,3,Hibernating
C07727,33,15,14584.39,3,3,3,9,Potential Loyalists
C07728,7,18,11124.82,5,4,1,10,Loyal Customers
C07729,17,16,21977.95,4,4,5,13,Champions
C07730,215,22,29221.13,1,5,5,11,Loyal Customers
C07731,393,11,9511.76,1,1,1,3,Hibernating
C07732,90,16,18707.5,2,4,4,10,Loyal Customers
C07733,385,8,8640.0,1,1,1,3,Hibernating
C07734,191,12,8206.88,1,2,1,4,Hibernating
C07735,0,14,22687.94,5,3,5,13,Champions
C07736,159,13,9243.02,1,2,1,4,Hibernating
C07737,9,12,13245.57,5,2,2,9,Potential Loyalists
C07738,19,15,20208.03,4,3,4,11,Loyal Customers
C07739,25,13,11849.27,4,2,2,8,Potential Loyalists
C07740,30,30,40391.85,3,5,5,13,Champions
C07741,10,9,13913.2,5,1,2,8,Potential Loyalists
C07742,19,16,18163.84,4,4,4,12,Loyal Customers
C07743,64,14,17782.12,2,3,4,9,Potential Loyalists
C07744,52,12,16998.97,2,2,3,7,Potential Loyalists
C07745,9,13,21038.079999999998,5,2,5,12,Loyal Customers
C07746,180,16,18924.42,1,4,4,9,Potential Loyalists
C07747,3,10,10282.62,5,1,1,7,Potential Loyalists
C07748,37,9,8081.74,3,1,1,5,At Risk
C07749,11,13,15945.47,5,2,3,10,Loyal Customers
C07750,55,13,9964.31,2,2,1,5,At Risk
C07751,61,16,22116.68,2,4,5,11,Loyal Customers
C07752,72,14,16534.57,2,3,3,8,Potential Loyalists
C07753,3,8,7877.85,5,1,1,7,Potential Loyalists
C07754,144,10,14079.970000000001,1,1,2,4,Hibernating
C07755,77,16,12946.24,2,4,2,8,Potential Loyalists
C07756,29,10,15448.17,3,1,3,7,Potential Loyalists
C07757,267,19,15797.72,1,5,3,9,Potential Loyalists
C07758,310,9,9582.79,1,1,1,3,Hibernating
C07759,15,14,15479.92,4,3,3,10,Loyal Customers
C07760,31,20,21646.19,3,5,5,13,Champions
C07761,57,14,19493.86,2,3,4,9,Potential Loyalists
C07762,7,19,14074.35,5,5,2,12,Loyal Customers
C07763,19,15,16001.42,4,3,3,10,Loyal Customers
C07764,20,9,4406.13,4,1,1,6,At Risk
C07765,75,16,21278.45,2,4,5,11,Loyal Customers
C07766,20,13,6705.0,4,2,1,7,Potential Loyalists
C07767,50,6,5159.59,2,1,1,4,Hibernating
C07768,12,16,17230.55,4,4,4,12,Loyal Customers
C07769,23,10,9867.77,4,1,1,6,At Risk
C07770,7,16,19454.81,5,4,4,13,Champions
C07771,16,15,15602.61,4,3,3,10,Loyal Customers
C07772,105,6,5801.35,1,1,1,3,Hibernating
C07773,21,13,14980.49,4,2,3,9,Potential Loyalists
C07774,13,15,14903.88,4,3,3,10,Loyal Customers
C07775,5,15,11175.34,5,3,1,9,Potential Loyalists
C07776,33,18,21318.53,3,4,5,12,Loyal Customers
C07777,19,9,12538.21,4,1,2,7,Potential Loyalists
C07778,10,16,21474.61,5,4,5,14,Champions
C07779,83,10,13464.39,2,1,2,5,At Risk
C07780,186,10,6293.85,1,1,1,3,Hibernating
C07781,29,20,26258.24,3,5,5,13,Champions
C07782,174,16,18958.78,1,4,4,9,Potential Loyalists
C07783,77,12,10162.16,2,2,1,5,At Risk
C07784,35,17,15031.93,3,4,3,10,Loyal Customers
C07785,47,12,12001.43,3,2,2,7,Potential Loyalists
C07786,9,11,14667.4,5,1,3,9,Potential Loyalists
C07787,86,15,19553.18,2,3,4,9,Potential Loyalists
C07788,4,16,17977.61,5,4,4,13,Champions
C07789,13,12,12250.02,4,2,2,8,Potential Loyalists
C07790,16,14,10589.699999999999,4,3,1,8,Potential Loyalists
C07791,12,12,13603.44,4,2,2,8,Potential Loyalists
C07792,34,14,17783.69,3,3,4,10,Loyal Customers
C07793,195,13,14596.74,1,2,3,6,At Risk
C07794,198,15,18456.54,1,3,4,8,Potential Loyalists
C07795,80,12,15068.74,2,2,3,7,Potential Loyalists
C07796,10,14,17177.48,5,3,4,12,Loyal Customers
C07797,8,18,18797.37,5,4,4,13,Champions
C07798,42,12,15316.48,3,2,3,8,Potential Loyalists
C07799,53,13,11854.55,2,2,2,6,At Risk
C07800,210,14,15676.560000000001,1,3,3,7,Potential Loyalists
C07801,23,18,16482.14,4,4,3,11,Loyal Customers
C07802,20,17,21391.26,4,4,5,13,Champions
C07803,121,8,7861.89,1,1,1,3,Hibernating
C07804,22,18,16208.210000000001,4,4,3,11,Loyal Customers
C07805,169,13,19903.55,1,2,4,7,Potential Loyalists
C07806,51,13,11029.02,2,2,1,5,At Risk
C07807,8,14,18123.2,5,3,4,12,Loyal Customers
C07808,24,18,25641.14,4,4,5,13,Champions
C07809,8,15,20855.71,5,3,5,13,Champions
C07810,113,11,10261.630000000001,1,1,1,3,Hibernating
C07811,7,15,21604.64,5,3,5,13,Champions
C07812,69,16,14565.28,2,4,3,9,Potential Loyalists
C07813,18,23,26536.010000000002,4,5,5,14,Champions
C07814,8,24,25336.420000000002,5,5,5,15,Champions
C07815,90,18,15322.96,2,4,3,9,Potential Loyalists
C07816,71,17,15054.15,2,4,3,9,Potential Loyalists
C07817,26,14,16789.24,3,3,3,9,Potential Loyalists
C07818,24,18,15258.7,4,4,3,11,Loyal Customers
C07819,46,14,17502.81,3,3,4,10,Loyal Customers
C07820,37,12,12603.5,3,2,2,7,Potential Loyalists
C07821,54,14,15614.529999999999,2,3,3,8,Potential Loyalists
C07822,25,12,14715.59,4,2,3,9,Potential Loyalists
C07823,56,17,14254.96,2,4,2,8,Potential Loyalists
C07824,42,16,16634.7,3,4,3,10,Loyal Customers
C07825,133,14,22891.39,1,3,5,9,Potential Loyalists
C07826,63,17,12999.31,2,4,2,8,Potential Loyalists
C07827,115,16,19870.87,1,4,4,9,Potential Loyalists
C07828,2,16,13574.66,5,4,2,11,Loyal Customers
C07829,2,14,18376.32,5,3,4,12,Loyal Customers
C07830,25,23,22622.68,4,5,5,14,Champions
C07831,20,7,5822.4400000000005,4,1,1,6,At Risk
C07832,14,10,8044.16,4,1,1,6,At Risk
C07833,8,20,22591.44,5,5,5,15,Champions
C07834,70,17,12668.34,2,4,2,8,Potential Loyalists
C07835,24,16,17875.67,4,4,4,12,Loyal Customers
C07836,19,13,12486.27,4,2,2,8,Potential Loyalists
C07837,30,16,13439.63,3,4,2,9,Potential Loyalists
C07838,75,18,20129.559999999998,2,4,4,10,Loyal Customers
C07839,213,17,20815.510000000002,1,4,5,10,Loyal Customers
C07840,46,15,15452.29,3,3,3,9,Potential Loyalists
C07841,60,16,14878.710000000001,2,4,3,9,Potential Loyalists
C07842,10,15,14084.44,5,3,2,10,Loyal Customers
C07843,2,16,12576.66,5,4,2,11,Loyal Customers
C07844,62,18,27524.53,2,4,5,11,Loyal Customers
C07845,0,9,11241.64,5,1,1,7,Potential Loyalists
C07846,26,19,19646.97,3,5,4,12,Loyal Customers
C07847,10,17,14502.73,5,4,3,12,Loyal Customers
C07848,4,12,14125.85,5,2,2,9,Potential Loyalists
C07849,22,13,13905.48,4,2,2,8,Potential Loyalists
C07850,18,19,23660.85,4,5,5,14,Champions
C07851,26,17,14145.66,3,4,2,9,Potential Loyalists
C07852,36,16,14835.25,3,4,3,10,Loyal Customers
C07853,25,20,17444.98,4,5,4,13,Champions
C07854,9,17,19362.77,5,4,4,13,Champions
C07855,12,13,8955.03,4,2,1,7,Potential Loyalists
C07856,22,18,17187.38,4,4,4,12,Loyal Customers
C07857,54,15,15152.66,2,3,3,8,Potential Loyalists
C07858,48,9,6425.51,2,1,1,4,Hibernating
C07859,11,23,20837.83,5,5,5,15,Champions
C07860,101,19,22153.85,1,5,5,11,Loyal Customers
C07861,97,17,17456.98,1,4,4,9,Potential Loyalists
C07862,61,21,18026.72,2,5,4,11,Loyal Customers
C07863,19,15,15104.1,4,3,3,10,Loyal Customers
C07864,51,17,20508.84,2,4,5,11,Loyal Customers
C07865,14,15,15611.25,4,3,3,10,Loyal Customers
C07866,58,18,29176.25,2,4,5,11,Loyal Customers
C07867,1,21,23040.54,5,5,5,15,Champions
C07868,51,9,4911.11,2,1,1,4,Hibernating
C07869,16,10,9674.73,4,1,1,6,At Risk
C07870,1,8,3294.13,5,1,1,7,Potential Loyalists
C07871,172,17,14700.81,1,4,3,8,Potential Loyalists
C07872,48,16,18478.76,2,4,4,10,Loyal Customers
C07873,80,12,11810.51,2,2,2,6,At Risk
C07874,30,12,11795.73,3,2,2,7,Potential Loyalists
C07875,36,23,24653.53,3,5,5,13,Champions
C07876,23,11,13991.59,4,1,2,7,Potential Loyalists
C07877,11,17,15945.279999999999,5,4,3,12,Loyal Customers
C07878,14,16,16024.85,4,4,3,11,Loyal Customers
C07879,77,19,17818.2,2,5,4,11,Loyal Customers
C07880,40,18,15564.42,3,4,3,10,Loyal Customers
C07881,19,15,13764.16,4,3,2,9,Potential Loyalists
C07882,42,24,28244.46,3,5,5,13,Champions
C07883,4,9,11716.970000000001,5,1,2,8,Potential Loyalists
C07884,202,9,10851.640000000001,1,1,1,3,Hibernating
C07885,4,17,15880.0,5,4,3,12,Loyal Customers
C07886,59,17,18661.4,2,4,4,10,Loyal Customers
C07887,68,12,7945.400000000001,2,2,1,5,At Risk
C07888,52,14,17762.47,2,3,4,9,Potential Loyalists
C07889,104,15,13580.6,1,3,2,6,At Risk
C07890,2,13,9070.17,5,2,1,8,Potential Loyalists
C07891,112,14,23825.34,1,3,5,9,Potential Loyalists
C07892,1,17,13824.75,5,4,2,11,Loyal Customers
C07893,89,14,12936.3,2,3,2,7,Potential Loyalists
C07894,30,16,20845.41,3,4,5,12,Loyal Customers
C07895,197,13,13589.960000000001,1,2,2,5,At Risk
C07896,19,19,22190.23,4,5,5,14,Champions
C07897,6,20,18406.25,5,5,4,14,Champions
C07898,1,22,17627.66,5,5,4,14,Champions
C07899,5,17,17417.64,5,4,4,13,Champions
C07900,105,12,12598.9,1,2,2,5,At Risk
C07901,287,8,3594.5,1,1,1,3,Hibernating
C07902,18,18,19945.73,4,4,4,12,Loyal Customers
C07903,13,20,23301.48,4,5,5,14,Champions
C07904,31,19,22608.53,3,5,5,13,Champions
C07905,18,16,12921.86,4,4,2,10,Loyal Customers
C07906,41,18,11510.91,3,4,1,8,Potential Loyalists
C07907,2,11,9570.26,5,1,1,7,Potential Loyalists
C07908,272,14,17190.71,1,3,4,8,Potential Loyalists
C07909,91,21,23695.83,1,5,5,11,Loyal Customers
C07910,39,16,23360.9,3,4,5,12,Loyal Customers
C07911,168,20,14358.58,1,5,2,8,Potential Loyalists
C07912,7,11,15801.88,5,1,3,9,Potential Loyalists
C07913,174,11,13860.0,1,1,2,4,Hibernating
C07914,70,9,9796.49,2,1,1,4,Hibernating
C07915,18,14,14804.470000000001,4,3,3,10,Loyal Customers
C07916,94,19,16727.91,1,5,3,9,Potential Loyalists
C07917,56,13,9852.38,2,2,1,5,At Risk
C07918,64,14,10318.75,2,3,1,6,At Risk
C07919,27,15,15833.210000000001,3,3,3,9,Potential Loyalists
C07920,59,14,12485.91,2,3,2,7,Potential Loyalists
C07921,58,16,16546.6,2,4,3,9,Potential Loyalists
C07922,6,12,12274.37,5,2,2,9,Potential Loyalists
C07923,84,8,7296.67,2,1,1,4,Hibernating
C07924,2,19,25217.05,5,5,5,15,Champions
C07925,17,13,14604.960000000001,4,2,3,9,Potential Loyalists
C07926,167,16,12812.42,1,4,2,7,Potential Loyalists
C07927,100,8,7728.63,1,1,1,3,Hibernating
C07928,19,13,11182.03,4,2,1,7,Potential Loyalists
C07929,301,13,17631.65,1,2,4,7,Potential Loyalists
C07930,70,14,20034.25,2,3,4,9,Potential Loyalists
C07931,40,9,12634.03,3,1,2,6,At Risk
C07932,10,16,18380.67,5,4,4,13,Champions
C07933,75,12,10302.9,2,2,1,5,At Risk
C07934,31,10,8506.73,3,1,1,5,At Risk
C07935,221,15,16085.88,1,3,3,7,Potential Loyalists
C07936,45,13,12914.57,3,2,2,7,Potential Loyalists
C07937,4,15,16080.9,5,3,3,11,Loyal Customers
C07938,55,13,17066.78,2,2,4,8,Potential Loyalists
C07939,15,16,17088.71,4,4,4,12,Loyal Customers
C07940,31,14,15953.46,3,3,3,9,Potential Loyalists
C07941,9,20,15598.01,5,5,3,13,Champions
C07942,22,15,12005.97,4,3,2,9,Potential Loyalists
C07943,147,18,20719.77,1,4,5,10,Loyal Customers
C07944,119,15,14261.84,1,3,2,6,At Risk
C07945,2,24,17783.83,5,5,4,14,Champions
C07946,8,19,15199.34,5,5,3,13,Champions
C07947,31,11,12248.869999999999,3,1,2,6,At Risk
C07948,48,12,12871.14,2,2,2,6,At Risk
C07949,88,12,11431.16,2,2,1,5,At Risk
C07950,14,19,17287.15,4,5,4,13,Champions
C07951,37,11,8080.95,3,1,1,5,At Risk
C07952,71,15,18740.22,2,3,4,9,Potential Loyalists
C07953,124,18,23494.17,1,4,5,10,Loyal Customers
C07954,36,14,12155.4,3,3,2,8,Potential Loyalists
C07955,4,18,17831.82,5,4,4,13,Champions
C07956,16,18,19062.13,4,4,4,12,Loyal Customers
C07957,56,15,24228.63,2,3,5,10,Loyal Customers
C07958,26,13,8085.8099999999995,3,2,1,6,At Risk
C07959,169,15,18032.81,1,3,4,8,Potential Loyalists
C07960,61,13,10461.88,2,2,1,5,At Risk
C07961,15,18,27302.57,4,4,5,13,Champions
C07962,30,12,12499.03,3,2,2,7,Potential Loyalists
C07963,1,21,15663.5,5,5,3,13,Champions
C07964,109,17,14740.42,1,4,3,8,Potential Loyalists
C07965,23,12,15653.87,4,2,3,9,Potential Loyalists
C07966,114,11,13990.539999999999,1,1,2,4,Hibernating
C07967,57,9,12243.51,2,1,2,5,At Risk
C07968,104,9,7055.35,1,1,1,3,Hibernating
C07969,41,18,20171.66,3,4,4,11,Loyal Customers
C07970,195,12,9804.74,1,2,1,4,Hibernating
C07971,104,13,15780.42,1,2,3,6,At Risk
C07972,42,12,6588.49,3,2,1,6,At Risk
C07973,40,15,16777.14,3,3,3,9,Potential Loyalists
C07974,14,17,15710.2,4,4,3,11,Loyal Customers
C07975,63,20,25304.78,2,5,5,12,Loyal Customers
C07976,132,11,6547.6,1,1,1,3,Hibernating
C07977,2,8,7948.23,5,1,1,7,Potential Loyalists
C07978,71,11,10246.75,2,1,1,4,Hibernating
C07979,15,16,19357.08,4,4,4,12,Loyal Customers
C07980,7,16,16531.18,5,4,3,12,Loyal Customers
C07981,34,11,14066.09,3,1,2,6,At Risk
C07982,14,23,22365.45,4,5,5,14,Champions
C07983,107,22,20366.65,1,5,4,10,Loyal Customers
C07984,7,13,14284.09,5,2,2,9,Potential Loyalists
C07985,12,15,11375.84,4,3,1,8,Potential Loyalists
C07986,19,15,18711.61,4,3,4,11,Loyal Customers
C07987,8,22,18388.739999999998,5,5,4,14,Champions
C07988,3,14,15858.55,5,3,3,11,Loyal Customers
C07989,13,22,22666.57,4,5,5,14,Champions
C07990,240,6,7761.6900000000005,1,1,1,3,Hibernating
C07991,25,14,14314.5,4,3,2,9,Potential Loyalists
C07992,31,11,13738.7,3,1,2,6,At Risk
C07993,14,15,13591.07,4,3,2,9,Potential Loyalists
C07994,14,11,12652.029999999999,4,1,2,7,Potential Loyalists
C07995,12,19,19430.62,4,5,4,13,Champions
C07996,14,19,16304.87,4,5,3,12,Loyal Customers
C07997,11,22,22479.43,5,5,5,15,Champions
C07998,50,13,12825.73,2,2,2,6,At Risk
C07999,12,13,12357.63,4,2,2,8,Potential Loyalists
C08000,31,12,16725.23,3,2,3,8,Potential Loyalists
C08001,31,20,18476.15,3,5,4,12,Loyal Customers
C08002,72,9,12664.4,2,1,2,5,At Risk
C08003,4,15,15935.17,5,3,3,11,Loyal Customers
C08004,14,17,14810.24,4,4,3,11,Loyal Customers
C08005,279,17,14544.95,1,4,3,8,Potential Loyalists
C08006,211,8,5934.66,1,1,1,3,Hibernating
C08007,128,14,12091.98,1,3,2,6,At Risk
C08008,59,13,10999.66,2,2,1,5,At Risk
C08009,0,13,16647.84,5,2,3,10,Loyal Customers
C08010,366,17,28399.8,1,4,5,10,Loyal Customers
C08011,47,11,14779.85,3,1,3,7,Potential Loyalists
C08012,71,12,11864.64,2,2,2,6,At Risk
C08013,117,16,14560.83,1,4,3,8,Potential Loyalists
C08014,22,13,14024.51,4,2,2,8,Potential Loyalists
C08015,539,9,11354.24,1,1,1,3,Hibernating
C08016,17,19,24459.07,4,5,5,14,Champions
C08017,40,13,13590.35,3,2,2,7,Potential Loyalists
C08018,45,16,16515.21,3,4,3,10,Loyal Customers
C08019,18,8,3226.91,4,1,1,6,At Risk
C08020,63,21,29141.66,2,5,5,12,Loyal Customers
C08021,146,9,8031.26,1,1,1,3,Hibernating
C08022,68,19,19523.98,2,5,4,11,Loyal Customers
C08023,134,22,17959.31,1,5,4,10,Loyal Customers
C08024,15,18,19093.63,4,4,4,12,Loyal Customers
C08025,53,18,15128.11,2,4,3,9,Potential Loyalists
C08026,110,13,14248.17,1,2,2,5,At Risk
C08027,222,16,16746.57,1,4,3,8,Potential Loyalists
C08028,21,15,16213.44,4,3,3,10,Loyal Customers
C08029,159,13,18257.94,1,2,4,7,Potential Loyalists
C08030,5,16,14483.31,5,4,3,12,Loyal Customers
C08031,26,10,9941.3,3,1,1,5,At Risk
C08032,7,16,14404.59,5,4,3,12,Loyal Customers
C08033,166,16,14637.27,1,4,3,8,Potential Loyalists
C08034,6,12,12442.13,5,2,2,9,Potential Loyalists
C08035,5,22,18122.46,5,5,4,14,Champions
C08036,64,17,14621.970000000001,2,4,3,9,Potential Loyalists
C08037,49,12,10538.31,2,2,1,5,At Risk
C08038,0,15,14552.91,5,3,3,11,Loyal Customers
C08039,27,19,12568.06,3,5,2,10,Loyal Customers
C08040,57,11,6670.92,2,1,1,4,Hibernating
C08041,24,16,13562.33,4,4,2,10,Loyal Customers
C08042,73,9,12204.789999999999,2,1,2,5,At Risk
C08043,40,12,8800.27,3,2,1,6,At Risk
C08044,43,12,12050.68,3,2,2,7,Potential Loyalists
C08045,58,14,14474.59,2,3,3,8,Potential Loyalists
C08046,197,11,10824.97,1,1,1,3,Hibernating
C08047,61,20,18803.3,2,5,4,11,Loyal Customers
C08048,55,18,13749.56,2,4,2,8,Potential Loyalists
C08049,12,17,28216.85,4,4,5,13,Champions
C08050,50,18,15060.96,2,4,3,9,Potential Loyalists
C08051,0,21,16968.24,5,5,3,13,Champions
C08052,5,15,14817.84,5,3,3,11,Loyal Customers
C08053,13,13,16691.13,4,2,3,9,Potential Loyalists
C08054,43,15,12404.28,3,3,2,8,Potential Loyalists
C08055,9,22,23446.68,5,5,5,15,Champions
C08056,35,17,18568.35,3,4,4,11,Loyal Customers
C08057,8,16,16457.53,5,4,3,12,Loyal Customers
C08058,36,13,15924.98,3,2,3,8,Potential Loyalists
C08059,377,7,3736.11,1,1,1,3,Hibernating
C08060,2,19,25033.15,5,5,5,15,Champions
C08061,30,22,21910.78,3,5,5,13,Champions
C08062,10,13,16367.12,5,2,3,10,Loyal Customers
C08063,54,19,15537.4,2,5,3,10,Loyal Customers
C08064,9,20,19602.22,5,5,4,14,Champions
C08065,8,12,14873.89,5,2,3,10,Loyal Customers
C08066,3,18,18500.75,5,4,4,13,Champions
C08067,68,12,12626.63,2,2,2,6,At Risk
C08068,6,14,14725.1,5,3,3,11,Loyal Customers
C08069,58,16,13476.92,2,4,2,8,Potential Loyalists
C08070,168,14,11432.36,1,3,1,5,At Risk
C08071,18,18,17960.14,4,4,4,12,Loyal Customers
C08072,4,9,7683.08,5,1,1,7,Potential Loyalists
C08073,145,15,22617.53,1,3,5,9,Potential Loyalists
C08074,164,12,11176.78,1,2,1,4,Hibernating
C08075,77,13,12178.039999999999,2,2,2,6,At Risk
C08076,34,19,17683.99,3,5,4,12,Loyal Customers
C08077,16,25,23764.93,4,5,5,14,Champions
C08078,41,16,16483.24,3,4,3,10,Loyal Customers
C08079,60,16,15810.19,2,4,3,9,Potential Loyalists
C08080,311,15,18803.9,1,3,4,8,Potential Loyalists
C08081,26,18,18280.05,3,4,4,11,Loyal Customers
C08082,3,14,16593.91,5,3,3,11,Loyal Customers
C08083,12,16,15177.18,4,4,3,11,Loyal Customers
C08084,144,17,14617.22,1,4,3,8,Potential Loyalists
C08085,48,11,11236.98,2,1,1,4,Hibernating
C08086,33,19,24766.84,3,5,5,13,Champions
C08087,3,16,17164.61,5,4,4,13,Champions
C08088,171,23,31741.97,1,5,5,11,Loyal Customers
C08089,3,18,16346.98,5,4,3,12,Loyal Customers
C08090,9,13,13377.92,5,2,2,9,Potential Loyalists
C08091,219,17,14471.44,1,4,3,8,Potential Loyalists
C08092,6,26,27702.34,5,5,5,15,Champions
C08093,59,14,11945.28,2,3,2,7,Potential Loyalists
C08094,46,14,10682.59,3,3,1,7,Potential Loyalists
C08095,13,17,10894.95,4,4,1,9,Potential Loyalists
C08096,3,20,23152.579999999998,5,5,5,15,Champions
C08097,10,23,25833.22,5,5,5,15,Champions
C08098,38,22,25742.72,3,5,5,13,Champions
C08099,66,14,16630.97,2,3,3,8,Potential Loyalists
C08100,5,14,15168.41,5,3,3,11,Loyal Customers
C08101,156,10,10831.65,1,1,1,3,Hibernating
C08102,74,14,13082.650000000001,2,3,2,7,Potential Loyalists
C08103,13,14,12002.39,4,3,2,9,Potential Loyalists
C08104,133,15,12467.48,1,3,2,6,At Risk
C08105,138,12,12248.19,1,2,2,5,At Risk
C08106,124,14,11057.77,1,3,1,5,At Risk
C08107,168,12,13201.21,1,2,2,5,At Risk
C08108,75,16,20368.55,2,4,4,10,Loyal Customers
C08109,19,15,19255.71,4,3,4,11,Loyal Customers
C08110,43,18,19018.44,3,4,4,11,Loyal Customers
C08111,22,13,12333.380000000001,4,2,2,8,Potential Loyalists
C08112,154,21,18718.16,1,5,4,10,Loyal Customers
C08113,74,12,14043.460000000001,2,2,2,6,At Risk
C08114,115,5,4799.29,1,1,1,3,Hibernating
C08115,107,18,15887.36,1,4,3,8,Potential Loyalists
C08116,7,16,15347.31,5,4,3,12,Loyal Customers
C08117,15,12,13299.77,4,2,2,8,Potential Loyalists
C08118,98,17,16595.52,1,4,3,8,Potential Loyalists
C08119,8,22,22863.74,5,5,5,15,Champions
C08120,51,14,11895.62,2,3,2,7,Potential Loyalists
C08121,51,18,26281.92,2,4,5,11,Loyal Customers
